Current Exploration,Episode Length,frame_number,q_val action 0,q_val action 1,q_val action 2,q_val action 3,q_val action 4,q_val action 5,td loss,training_reward
0.09456612727272727,402.25,4005423,38.585968,37.743443,37.738846,36.627533,37.456783,37.395954,534.3688,100.25
0.09437622083758938,452.92,4108711,36.9203,36.97624,36.851437,36.652107,37.705936,36.77187,6.9889565,152.75
0.09419567109295199,413.45,4206910,38.33142,39.10756,37.338326,38.25307,38.795967,38.136684,2046.6636,138.0
0.0940132864147089,431.17,4306107,42.736088,42.402203,42.57916,42.581566,42.630016,42.277058,1.4943553,96.5
0.09382845454545455,392.69,4406635,42.68877,42.52792,42.59998,42.93314,43.068085,42.916145,3.4435515,74.0
0.0936420782431052,465.0,4508003,43.65756,43.872246,44.77573,43.543015,44.65865,43.58975,7.060311,154.75
0.09345689152196118,366.13,4608724,45.105587,45.344177,45.06979,44.866116,45.536247,45.011135,1062.2207,59.75
0.09327779611848826,425.21,4706132,44.361515,44.416256,43.26217,44.167637,43.81248,43.697712,644654.6,109.75
0.09308663207354444,445.1,4810104,44.552982,44.662727,45.13431,44.74988,44.994495,43.875492,3.510942,144.0
0.0929043393258427,389.24,4909251,43.899483,44.03456,43.814014,44.000214,43.93907,43.92772,257.03735,135.0
0.09272228743615935,381.98,5008267,47.05543,47.120804,46.457855,47.517982,47.68158,47.30555,2.2154355,53.25
0.09253474913176711,475.45,5110267,45.706364,46.804382,47.803715,46.564594,46.918633,46.485527,5.8576336,147.75
0.09235158120531155,438.88,5209890,47.9781,46.68855,48.56191,47.612877,46.640675,48.60378,7.1900377,148.0
0.09216491256384066,385.16,5311417,52.373608,51.6721,52.300804,51.65019,50.926174,51.465965,258.02808,55.5
0.09198465883554648,457.53,5409455,48.680405,49.3779,49.272877,48.148422,48.49348,48.37942,6.185606,175.25
0.09180138794688458,322.29,5509134,50.55148,50.711525,48.254417,50.50619,50.92513,48.12631,11.878937,7.0
0.09161206986721145,450.11,5612102,50.7258,51.785793,50.026054,49.35467,51.509583,49.58559,5.1301665,115.5
0.09142704494382023,461.19,5712735,50.518566,51.734085,51.16533,51.183052,50.32823,51.728394,2.1965356,172.25
0.0912452633299285,389.57,5811604,48.109303,48.179497,48.89766,48.29391,49.12321,48.354355,132.7473,57.25
0.09106268743615935,457.84,5910905,46.390385,46.37089,46.265194,45.67663,46.12381,46.730255,9071.968,165.0
0.09087399448416753,454.65,6013533,42.169415,42.733273,42.456085,42.692417,41.795574,42.174183,124.653114,169.75
0.09069692522982635,442.34,6109839,35.023285,34.683758,34.684353,34.71863,34.72759,34.67091,1581.8287,110.5
0.09051211726251276,351.03,6210354,31.887653,30.005938,31.386555,32.66491,30.291664,30.783806,3.431763,53.75
0.09032295178753831,506.44,6313239,35.836113,35.813633,36.78358,35.33837,36.372864,37.10408,3.1764894,182.25
0.09014150296220633,372.65,6411927,35.665237,35.609966,36.831573,35.498905,36.167614,36.191513,2.4199977,58.0
0.08995941797752809,450.0,6510961,30.235413,29.68065,29.516369,30.204958,30.096924,29.526266,1.1097383,121.0
0.08976945822267621,400.4,6614278,30.828632,30.278461,31.192215,31.34231,29.923244,30.356613,1.3319042,120.75
0.0895913519918284,506.91,6711148,31.477247,29.05731,28.53517,28.352459,28.44643,28.373251,10.574467,136.25
0.08940498855975486,418.62,6812509,32.943592,31.943018,30.699883,32.826977,31.235632,32.473232,1.8002319,120.0
0.08922098774259449,524.43,6912585,34.630585,37.206665,37.120186,36.8314,35.41889,36.615044,141459.6,153.5
0.0890341922369765,421.13,7014181,32.883755,32.942154,32.12737,33.08006,32.728188,32.998066,545.14374,101.0
0.08885345495403472,485.42,7112482,35.060837,34.022293,34.362164,33.985485,34.574814,34.435062,2336.7488,172.25
0.08866334811031665,427.53,7215879,35.063354,36.015,34.629692,36.67978,34.549297,34.735146,646.5263,119.5
0.08848225229826354,405.19,7314375,36.498882,36.867706,36.443283,35.522865,35.86523,37.00795,1488.1985,115.5
0.08830073544433095,376.38,7413100,33.072807,33.205875,32.97996,33.1903,33.384594,33.059036,1.5318742,59.0
0.08811524535240041,458.99,7513986,34.156673,30.781733,30.846626,30.661121,30.734556,33.871647,9.584866,102.25
0.08793329826353422,423.31,7612945,32.618797,34.58743,31.672857,31.325369,34.092945,33.33431,416.33636,121.5
0.08774562574055159,430.34,7715018,32.053528,28.616661,31.341572,28.793566,29.444427,30.662376,1067.1836,126.75
0.08756365474974465,391.7,7813990,31.969673,31.852072,31.783857,31.825483,31.815138,31.831005,117.122116,64.25
0.08737734463738508,398.92,7915322,32.287106,31.251184,32.01609,31.110512,32.243717,32.134773,1.6123852,101.5
0.08719172032686415,407.41,8016281,30.364313,30.199602,30.108488,30.327543,30.169643,30.24165,117.62651,80.25
0.08700234341164453,421.1,8119281,30.931627,27.13274,26.958483,28.90127,28.43643,30.412703,6.504035,121.5
0.08682286557711952,448.88,8216897,29.175161,29.082129,28.964981,28.97141,28.979677,29.306664,533.01404,145.25
0.08663855219611849,534.01,8317143,31.43715,31.624187,30.793724,31.297417,30.810026,30.843298,587.1199,169.5
0.08645278998978549,507.7,8418177,35.652905,35.69666,34.78321,35.252563,33.32473,35.426743,645.96716,163.75
0.08626629601634321,406.24,8519609,34.1193,34.3174,34.343693,36.34606,34.594357,34.060932,1.6066406,98.5
0.08608475893769152,341.96,8618345,32.765087,32.383736,32.281612,32.34956,32.429672,33.81064,2.768562,35.75
0.08589598324821246,440.95,8721018,33.151012,35.79944,33.506794,33.805256,34.04933,34.19057,4.2323647,99.0
0.08571695771195097,422.68,8818388,37.360676,37.571514,37.06929,34.950264,37.90702,36.996235,436.31805,107.5
0.08552840265577119,420.6,8920941,34.78731,35.93965,36.72872,37.06716,35.499966,36.481052,4.2915974,126.0
0.08534543513789582,458.81,9020455,38.325317,37.694862,37.720066,37.491806,37.246307,37.440105,1.7569062,114.25
0.08516015280898877,467.36,9121228,35.941338,34.99211,36.411316,35.755333,35.999218,35.707928,1075.5867,130.75
0.08497999468845761,448.87,9219214,36.784695,35.615814,35.976707,35.65274,34.832195,36.942005,2.6213865,131.25
0.08479172277834525,427.5,9321613,35.93964,33.486347,33.362297,33.475567,36.9032,33.541103,2342.876,136.25
0.08461129622063329,444.97,9419745,36.653477,37.12938,36.670883,36.4588,36.33677,37.80449,3.5885088,141.75
0.08442837099080694,411.29,9519236,40.14543,40.017765,40.43372,40.52632,40.184277,40.552498,120.05169,151.25
0.0842468835546476,419.42,9617945,41.868084,41.59219,40.9703,41.543137,41.16705,41.61134,1.8383975,110.5
0.08405758018386109,399.84,9720905,39.84368,40.651276,40.442204,41.339245,40.001534,38.20541,3.7269888,125.75
0.0838704151174668,507.28,9822702,41.592606,40.93099,41.50295,41.574528,37.8926,41.393856,5.855889,171.5
0.08369216915219613,519.78,9919648,40.212704,41.203434,40.819588,41.247505,40.973328,41.010166,1.5619628,176.5
0.08350418590398366,466.68,10021890,39.81719,40.061356,39.326847,38.948826,39.60283,39.650887,2.0519118,155.75
0.08332440469867211,432.49,10119671,40.166866,42.01997,41.55647,39.48929,40.974365,41.76976,4.524225,164.25
0.08314141695607763,494.0,10219196,38.788353,41.343155,41.138203,40.168716,41.2807,40.62169,511.1859,159.0
0.0829515141981614,428.4,10322482,40.862164,42.687504,41.31486,41.37415,40.674843,41.633366,408.0592,70.75
0.08277076220633299,467.88,10420791,38.527122,38.884804,38.51446,39.121193,40.142296,38.554977,167.2539,124.25
0.08258706475995914,450.24,10520702,39.698044,38.736275,38.644794,39.12102,39.28821,39.324482,273.0737,105.25
0.08240039611848826,497.07,10622229,35.983032,34.137688,35.538193,34.43858,35.34642,34.688747,346.22247,159.5
0.08221663064351378,430.22,10722177,36.94672,37.179855,37.031326,36.5628,36.91451,37.023357,120.578255,131.75
0.08203105781409602,519.67,10823108,36.13076,34.709618,35.738796,34.988052,34.519413,34.604755,173.62025,171.75
0.08184546475995914,430.11,10924050,34.29287,34.26768,34.179443,34.413242,34.150043,34.14148,0.9446068,98.0
0.0816680277834525,435.4,11020556,35.046337,35.675713,35.439274,35.919132,32.756004,35.874493,2.0077581,103.25
0.08148169009193054,435.26,11121903,37.97096,38.124004,38.079365,37.61261,38.51545,38.9139,136.56952,148.75
0.08129505454545455,349.77,11223412,38.361996,39.06268,38.70438,38.8298,39.871826,39.7478,1034.9342,25.25
0.08111153912155261,340.41,11323224,39.06832,39.266094,38.7621,39.372486,39.52876,39.341187,268.58392,27.25
0.08092898345250255,422.03,11422514,39.080276,39.323494,39.455845,38.89911,39.17632,40.599392,181665.8,143.0
0.08074440898876405,387.21,11522902,42.012096,40.113323,40.107784,42.98021,41.948788,40.03964,9.487919,164.5
0.08055792604698672,444.47,11624328,42.838432,42.94825,42.953728,42.646248,42.749607,42.680153,3.207414,105.25
0.0803741771195097,487.35,11724267,41.6753,41.35434,40.66756,41.509457,41.505203,41.44463,1.5937625,149.5
