action_prob 0,action_prob 1,action_prob 2,action_prob 3,action_prob 4,action_prob 5,current_exploration,episode_length,evaluation_reward,expert_loss,frame_number,q_val_action 0,q_val_action 1,q_val_action 2,q_val_action 3,q_val_action 4,q_val_action 5,td_loss,training_reward
0.16567615,0.21280855,0.23842782,0.07781132,0.14286856,0.16240756,1.0,384.6,0.0,0,7692,0.18082562,0.43118364,0.5448573,-0.57492226,0.032715857,0.16089973,0,137.5
0.16567615,0.21280855,0.23842782,0.07781132,0.14286856,0.16240756,1.0,375.1,0.0,0,15004,0.18082562,0.43118364,0.5448573,-0.57492226,0.032715857,0.16089973,0,130.625
0.16567615,0.21280855,0.23842782,0.07781132,0.14286856,0.16240756,1.0,372.05,0.0,0,22323,0.18082562,0.43118364,0.5448573,-0.57492226,0.032715857,0.16089973,0,118.33333333333333
0.16567615,0.21280855,0.23842782,0.07781132,0.14286856,0.16240756,1.0,372.9375,0.0,0,29835,0.18082562,0.43118364,0.5448573,-0.57492226,0.032715857,0.16089973,0,119.375
0.16567615,0.21280855,0.23842782,0.07781132,0.14286856,0.16240756,1.0,373.89,0.0,0,37389,0.18082562,0.43118364,0.5448573,-0.57492226,0.032715857,0.16089973,0,123.0
0.16567615,0.21280855,0.23842782,0.07781132,0.14286856,0.16240756,1.0,371.52,0.0,0,44844,0.18082562,0.43118364,0.5448573,-0.57492226,0.032715857,0.16089973,0,126.75
0.98631245,0.00039119084,0.0012937004,0.002462668,0.004650704,0.0048892964,0.9978102999999999,374.29,0.0,0.27502212,52433,5.256429,-2.5761034,-1.3800372,-0.73629874,-0.10052524,-0.0504957,1322.3499,134.0
0.99434763,0.0010491402,0.0012636492,0.0009748837,0.0013182125,0.0010464527,0.9911268999999999,375.36,0.0,0.004712327,59859,5.662349,-1.1917667,-1.005734,-1.2651749,-0.9634608,-1.1943318,153.83606,143.75
0.9885833,0.0012445786,0.0014806301,0.004992659,0.0013249702,0.002373797,0.9844227999999999,374.73,0.0,0.01245824,67308,7.5918255,0.91434973,1.0880202,2.303521,0.97694236,1.5600433,1892.0308,146.5
0.994898,0.0010032577,0.0010299687,0.0010207399,0.0010485667,0.0009994727,0.9772443999999999,378.95,0.0,0.0016769792,75284,10.584097,3.684709,3.710985,3.7019844,3.7288811,3.6809294,5.0666943,158.75
0.005139032,0.06625716,0.65549815,0.059561845,0.0007543287,0.2127894,0.9704115999999999,380.32,0.0,0.15084621,82876,5.1439447,7.7006235,9.9924755,7.594095,3.2251532,8.867383,17392.611,158.5
0.9954075,0.00060882774,0.0009251639,0.0012093735,0.00085658184,0.0009925357,0.9640143999999999,375.51,0.0,0.0007026795,89984,12.315157,4.915785,5.3342204,5.602107,5.2571993,5.4045124,9.702698,148.5
0.9946873,0.00048101557,0.0013217331,0.0012475649,0.0010563812,0.0012059826,0.9571032999999999,378.04,0.0,0.0007236107,97663,13.311447,5.677163,6.6879625,6.6302123,6.4638677,6.5963135,8.209561,145.25
0.9971396,0.00012505308,0.00052301155,0.0006378665,0.00026585543,0.0013086237,0.9502560999999999,379.63,0.0,0.00084116065,105271,15.7106085,6.7267013,8.157566,8.3560915,7.480915,9.074694,12.959446,148.25
0.88028073,0.004785455,0.09893397,0.0043270565,0.0026459785,0.009026758,0.9431497,378.83,0.0,0.0071706297,113167,13.711562,8.496902,11.525774,8.396209,7.904362,9.131515,1916.2623,147.25
0.9991912,0.00018220229,0.00021134163,8.115978e-05,0.00014075864,0.00019322647,0.9362628999999999,379.43,0.0,0.00027371856,120819,16.650942,8.041358,8.189716,7.2326603,7.7832866,8.100103,21.700142,147.25
0.99810934,0.00016832729,0.00057118974,0.00025682346,0.00047531695,0.0004189504,0.9294562,383.98,0.0,0.00064280105,128382,16.143772,7.4560647,8.6778755,7.878543,8.494136,8.367907,636.545,158.25
0.99996436,8.500084e-06,1.44163505e-05,3.886218e-06,4.1618036e-06,4.6691093e-06,0.9225558999999999,383.86,0.0,1.601873e-05,136049,21.349873,9.674474,10.202761,8.891834,8.960346,9.075366,66.72746,161.25
0.9998934,8.050463e-06,1.868295e-05,2.1128804e-05,2.8033355e-05,3.0662475e-05,0.9157599999999999,383.29,0.0,6.3303414e-05,143600,20.40619,8.676517,9.518398,9.641424,9.924182,10.013826,2857.5923,164.0
0.999897,7.4037757e-06,2.2186825e-05,1.6622284e-05,1.8492936e-05,3.8240418e-05,0.9089505999999999,379.99,0.0,0.0002555478,151166,21.185225,9.371807,10.469316,10.180561,10.287206,11.01371,203772.4,153.25
