action_prob 0,action_prob 1,action_prob 2,action_prob 3,action_prob 4,action_prob 5,action_prob 6,action_prob 7,action_prob 8,current_exploration,episode_length,evaluation_reward,expert_loss,frame_number,q_val_action 0,q_val_action 1,q_val_action 2,q_val_action 3,q_val_action 4,q_val_action 5,q_val_action 6,q_val_action 7,q_val_action 8,td_loss,training_reward
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,337.0,0.0,0,6740,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,340.0
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,333.3,0.0,0,13332,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,347.5
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,320.6333333333333,0.0,0,19238,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,317.5
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,312.275,0.0,0,24982,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,297.5
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,310.08,0.0,0,31008,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,288.0
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,306.05,0.0,0,37345,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,282.0
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,296.93,0.0,0,43025,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,258.5
0.005820323,0.0154210115,0.018679928,0.011188576,0.014564961,0.0076476578,0.011286984,0.011615165,0.0140762245,1.0,302.45,0.0,0,49483,-0.5433788,-0.06465182,0.115842745,0.07927762,0.41668665,-0.018077567,-0.08063318,0.25226295,0.17951101,0,271.0
0.0010023365,0.03636208,0.0174888,0.00053578574,0.012534153,0.00046790717,0.028641066,0.014093925,0.00067547115,0.9949509999999999,306.28,0.0,0.8594475,55610,-0.2747803,-0.22461562,-0.2171809,-0.20778047,-0.094210945,-0.25681278,-0.17059071,-0.1444224,-0.15211251,3.5827084,280.5
0.00057492725,0.028021473,0.0045374376,0.00021533399,0.00919132,0.00021889433,0.061415024,0.0105573395,0.00038587968,0.9890505999999999,311.58,0.0,0.5850855,62166,-0.18653509,-0.15971027,-0.17511648,-0.23761548,-0.044212893,-0.11589231,0.0018829842,0.1694002,0.010851496,8.420553,293.0
0.00037349857,0.007856042,0.0016854538,9.993453e-05,0.0021503675,0.00010521803,0.11403246,0.008103015,0.0002144328,0.9835957,308.82,0.0,0.4485659,68227,-0.21983956,-0.11195742,-0.22352499,-0.22129814,-0.11302199,-0.12908256,0.120171405,-0.21018265,-0.03097813,4.287362,280.5
0.00034001932,0.00244452,0.0009871167,0.00012553527,0.0010576897,9.340511e-05,0.08648115,0.008228784,0.0003188379,0.9781956999999999,312.02,0.0,0.51226145,74227,0.046334717,0.13000077,0.07144164,0.2702741,0.4574001,0.019694168,0.11065844,0.027952556,0.5956717,10.586068,286.5
0.00052549824,0.011138598,0.00024895606,0.0005405456,0.0036139463,0.00045889957,0.0911279,0.011651501,0.00056500087,0.9729243999999999,306.01,0.0,0.41898823,80084,0.12790647,0.18826967,0.24344021,0.12631786,0.21961364,0.024174111,0.27618232,0.16335975,0.18980815,4.0860877,270.5
0.00020686044,0.020901103,7.743955e-05,0.00096204696,0.00022907916,0.00089175353,0.09286348,0.0028156901,0.00044009407,0.9675054999999999,304.95,0.0,0.34344357,86105,0.107150584,0.28393745,0.12849247,0.10357345,-0.038163006,0.0211883,0.2512563,0.1864682,0.4778779,5.4765716,265.5
0.00057384925,0.0004090492,5.7371803e-05,0.0026086506,0.00071141054,0.0028319124,0.09856416,0.0052829864,0.0010216878,0.9624088,296.02,0.0,0.34464458,91768,1.3943459,1.2373909,0.70294493,0.7407431,1.3569094,0.7992031,1.0825258,0.6162253,1.0089993,9.66229,250.0
6.900431e-05,0.0012342099,0.00015248146,0.00018640942,0.001310661,0.00013560451,0.1283967,0.0016099308,8.850732e-05,0.9568359999999999,297.33,0.0,0.4844704,97960,0.47198927,0.46635953,0.45261654,0.5159071,0.92850536,0.17583361,0.6520761,0.19081041,-0.0050714556,33.3416,257.0
0.0002651504,0.003067882,5.7816458e-05,0.0022958731,0.0010387145,0.0019998197,0.109244004,0.0020514815,0.001198848,0.9516007,295.5,177.58620689655172,0.34732848,103777,0.3140533,0.32756832,0.20939703,0.29969084,0.018908052,0.22607297,0.3732462,0.22636321,0.4253186,8.111135,252.0
