Current Exploration,Episode Length,frame_number,q_val action 0,q_val action 1,q_val action 2,q_val action 3,q_val action 4,q_val action 5,q_val action 6,q_val action 7,q_val action 8,td loss,training_reward
0.08350294300306435,458.0,10022566,50.083225,50.014133,50.078903,51.17661,48.701443,49.706573,51.536285,47.62801,49.572296,1583.8491,846.0
0.08331974014300306,439.32,10122208,44.76956,45.162296,44.12898,45.373554,44.232887,44.072342,46.88302,42.792683,44.797657,446.82184,827.5
0.08313749336057201,484.37,10221330,55.51987,57.277416,55.861477,58.27166,56.46709,55.174706,59.569736,54.130966,56.14349,243.94337,742.5
0.0829523544433095,439.66,10322025,33.77759,34.34118,33.259544,34.537663,33.553185,33.46661,35.716644,32.36431,34.118465,316.9487,795.5
0.08276607007150152,456.96,10423343,34.946075,35.21456,35.1176,35.700157,34.552696,34.45214,35.72122,34.574688,34.907707,539.58844,839.5
0.08258440429009192,444.05,10522149,36.322777,37.321243,36.903027,37.77335,37.412926,37.3522,37.363964,36.075096,37.22124,343.6724,833.5
0.08239563411644535,489.65,10624819,46.405903,46.665997,45.15397,47.1726,47.54763,46.54855,46.552242,44.502567,46.275623,445.76184,826.0
0.08221364657814095,496.58,10723800,53.908787,54.444466,53.07516,54.2539,54.698364,53.3947,54.42096,53.93961,52.500874,651.1849,865.0
0.08203498140960164,468.52,10820974,51.643536,53.64126,52.893654,52.886,52.793137,52.5994,53.26628,53.457436,51.94316,352.42325,882.0
0.08184812706843718,472.61,10922602,100.233,102.24899,99.70131,100.9331,101.68562,97.87293,101.9959,100.9069,99.87178,873.409,827.0
0.08166467415730337,475.3,11022380,87.0602,88.374176,86.520645,89.146515,86.5546,85.118645,91.6795,84.5873,86.73644,9045.026,868.5
0.08147987906026558,535.44,11122888,98.48844,99.78209,98.165634,100.47244,99.1747,95.26999,101.898476,98.42407,98.72022,586.33374,899.5
0.0812974631256384,478.43,11222102,77.377785,78.25278,77.09275,78.07706,78.00668,75.02883,79.77136,77.938225,76.46552,820.6808,896.0
0.08111218631256384,463.03,11322872,59.217163,60.095257,57.97764,59.41527,59.21622,57.398983,59.14276,58.401817,57.898746,1474.891,806.5
0.0809304708886619,519.29,11421705,54.774822,55.756317,54.332546,55.78334,54.726006,53.868008,55.7224,54.064114,53.859188,1906.2858,921.5
0.08074508743615935,501.62,11522533,62.119762,62.721996,62.13181,61.95088,63.10655,61.248974,61.765713,61.871246,61.04507,366.54532,955.5
0.08056576588355464,529.07,11620064,63.802864,64.93705,63.449688,64.4615,65.445816,63.210026,63.68741,64.356674,64.62071,3061.5562,952.0
0.08037241940755874,480.95,11725223,54.75881,55.431133,54.40412,54.340824,56.00484,54.23878,54.611,55.811314,54.37503,498.45508,899.5
0.08018935628192032,516.5,11824789,43.238205,42.57217,43.263176,43.39305,44.340607,42.805405,41.67193,43.94382,42.685215,2983.9248,974.0
0.08000421552604699,477.51,11925485,42.327637,42.377716,41.7911,42.64722,42.590847,42.43431,40.93326,43.113422,41.759857,2656.827,924.0
0.0798194406537283,504.22,12025982,29.37335,30.90396,30.868784,30.814264,32.191586,31.517704,29.49686,30.659716,30.44099,4207.899,880.5
0.07963185270684373,469.05,12128009,27.495611,27.779654,28.105368,27.908985,27.843565,27.465017,26.780666,28.043144,27.492092,913.2154,815.5
0.07945230316649643,498.74,12225664,49.468277,49.6047,49.718487,49.221115,50.381653,48.237164,49.023132,50.4346,48.125328,402.80927,893.5
0.07927056935648621,484.26,12324507,36.281063,38.01988,38.30108,37.62049,38.507877,37.80924,37.744778,38.630104,36.75575,215.56729,864.5
