action_prob 0,action_prob 1,action_prob 10,action_prob 11,action_prob 12,action_prob 13,action_prob 14,action_prob 15,action_prob 16,action_prob 17,action_prob 2,action_prob 3,action_prob 4,action_prob 5,action_prob 6,action_prob 7,action_prob 8,action_prob 9,current_exploration,episode_length,evaluation_reward,expert_loss,frame_number,q_val_action 0,q_val_action 1,q_val_action 10,q_val_action 11,q_val_action 12,q_val_action 13,q_val_action 14,q_val_action 15,q_val_action 16,q_val_action 17,q_val_action 2,q_val_action 3,q_val_action 4,q_val_action 5,q_val_action 6,q_val_action 7,q_val_action 8,q_val_action 9,td_loss,training_reward
0.0034292762,0.0020505004,0.0030229392,0.0034344068,0.0032101453,0.0018435412,0.0032550218,0.0025968547,0.004100008,0.002904798,0.0041327365,0.0029612165,0.0025209119,0.0029566702,0.004268439,0.0027348236,0.0030211816,0.0026206635,1.0,666.85,0.0,0,13337,0.3638411,-0.10590847,0.03856615,0.11487016,-0.13405709,-0.46533275,0.12587133,-0.10519992,0.116262,-0.107207716,0.29749703,0.010542082,-0.27248922,0.11962546,0.08743647,0.017703928,0.18295434,0.2164287,0,96.0
0.0034292762,0.0020505004,0.0030229392,0.0034344068,0.0032101453,0.0018435412,0.0032550218,0.0025968547,0.004100008,0.002904798,0.0041327365,0.0029612165,0.0025209119,0.0029566702,0.004268439,0.0027348236,0.0030211816,0.0026206635,1.0,619.1,0.0,0,24764,0.3638411,-0.10590847,0.03856615,0.11487016,-0.13405709,-0.46533275,0.12587133,-0.10519992,0.116262,-0.107207716,0.29749703,0.010542082,-0.27248922,0.11962546,0.08743647,0.017703928,0.18295434,0.2164287,0,75.5
0.0034292762,0.0020505004,0.0030229392,0.0034344068,0.0032101453,0.0018435412,0.0032550218,0.0025968547,0.004100008,0.002904798,0.0041327365,0.0029612165,0.0025209119,0.0029566702,0.004268439,0.0027348236,0.0030211816,0.0026206635,1.0,650.2666666666667,0.0,0,39016,0.3638411,-0.10590847,0.03856615,0.11487016,-0.13405709,-0.46533275,0.12587133,-0.10519992,0.116262,-0.107207716,0.29749703,0.010542082,-0.27248922,0.11962546,0.08743647,0.017703928,0.18295434,0.2164287,0,86.0
0.0006608014,0.0027854568,0.0011076384,0.004428209,0.0011863001,0.0047971993,0.0027663102,0.0007278717,0.007974492,0.0007261943,0.0006115385,0.00056621915,0.0015071215,0.00066238805,0.003471774,0.015965618,0.0023325551,0.0031591374,0.9990334,638.425,0.0,2.0317936,51074,0.001844817,-0.0076652607,0.020065079,0.016482245,0.04448653,0.05052048,0.013726635,0.033118423,0.08761679,0.041749023,-0.027049555,-0.010208114,0.021952057,0.028661853,-0.025210634,-0.021125939,-0.024355862,-0.031052344,0.14328066,84.75
0.0007478059,0.0026454818,0.0010604451,0.0038980981,0.001017881,0.004049585,0.0015435541,0.0006535253,0.0031981505,0.0006339521,0.00033347798,0.0003186978,0.0009794615,0.00036265005,0.0018694357,0.028557995,0.0030315758,0.001674672,0.9888165999999999,624.26,0.0,1.8361446,62426,0.022319602,0.035953183,0.026231365,0.05917943,0.05674957,0.04406303,0.035704933,0.0075106407,0.053071994,0.032177214,0.023223551,0.05806067,0.042036746,0.056341104,0.035126206,0.075213246,0.02604803,0.014187829,0.18974207,80.8
0.0008072891,0.0033406909,0.0010939654,0.0059856167,0.0008496826,0.004629011,0.0015666131,0.0006978212,0.004555112,0.00074847956,0.0004498806,0.0003649337,0.0008311852,0.0003822552,0.0022284866,0.0220039,0.0028870823,0.001770995,0.9781515999999999,609.39,0.0,1.7567091,74276,0.011839957,0.011696185,0.019904902,0.027804635,-0.009887566,0.012442371,0.013612055,-0.009080578,0.01578438,0.008156659,0.016389746,0.016767433,0.018798249,0.011577466,0.028156396,-0.011648729,-0.013497366,0.009971908,0.23371041,75.8
0.00039718978,0.0038513874,0.0005365731,0.0032059934,0.00045788486,0.0047375117,0.0008899473,0.00033642523,0.0032375439,0.00036100717,0.000238621,0.00012984806,0.0005590134,0.00017845114,0.0019123286,0.030632531,0.0028325035,0.0012391218,0.9682209999999999,605.46,0.0,1.7448373,85310,0.027333027,0.012608684,0.029189361,0.027719969,0.032629214,0.03247811,0.016291372,0.021033602,0.02461199,0.034456234,0.02248949,0.026244182,0.024288364,0.0046240147,0.021481194,0.028422901,-0.0054260995,0.0019571495,0.21861532,76.4
0.00030254663,0.004228988,0.00046405706,0.003294351,0.00041372428,0.004193658,0.0008590593,0.00025015237,0.002477102,0.00027380104,0.00023586482,6.900501e-05,0.00047521817,0.000102795464,0.0015683195,0.03304777,0.0025160233,0.0010797317,0.9584973999999999,570.98,0.0,1.7403274,96114,0.005662528,0.013849584,0.011760285,0.01956908,0.013956066,0.009026919,0.01688085,0.030491237,-0.011849147,0.015403122,0.010016166,0.015125882,0.019128352,0.009336768,0.016444057,0.023826752,0.00955644,0.005906495,0.21479271,67.8
0.00031611088,0.004881013,0.0005825912,0.0051107514,0.000537973,0.005050091,0.000998034,0.00027381067,0.0035332716,0.0002919605,0.0002867709,5.8499452e-05,0.00053500425,0.00010346345,0.0019639574,0.026835853,0.0030928303,0.0013189708,0.9464689,584.05,133.84615384615384,1.7266289,109479,0.025138067,0.031226708,0.02146443,0.025134437,0.019130489,0.026721489,0.022814898,0.023765892,0.027382042,0.02780959,0.04337542,0.031064665,0.026336383,0.031695135,0.026470039,0.036009125,0.020131573,0.018150562,0.16978987,68.2
0.00032720342,0.0043038144,0.00058843015,0.006158459,0.00064243923,0.005744261,0.000792434,0.00030293627,0.003990231,0.00037691623,0.0004350925,4.5228273e-05,0.00054141774,9.091e-05,0.0019824842,0.02401271,0.0037118807,0.0014623884,0.9356751999999999,590.46,133.84615384615384,1.7599425,121472,0.042319886,0.036319263,0.021132283,0.032580025,0.037265554,0.043144904,0.018504102,0.039633505,0.033711143,0.04113308,0.035884053,0.040527225,0.0247239,0.009713875,0.001727975,0.025176693,0.016519086,0.019062001,0.24945652,70.6
0.0003967079,0.0049707936,0.0006604744,0.0081406105,0.00087842153,0.004588531,0.0006760265,0.00033990238,0.0042329715,0.00038833567,0.00042820149,4.2881762e-05,0.0005343,7.990187e-05,0.0020162389,0.023249744,0.0029092238,0.0011119143,0.9253018,587.22,133.84615384615384,1.7169452,132998,0.022065038,0.027253125,0.028790053,0.032380484,0.046360422,0.042474058,0.0576586,0.020793863,0.020290844,0.037634894,0.03998383,0.04294304,0.041512508,0.023915974,0.025100451,0.04128124,0.0045574345,0.031950507,0.31690276,68.8
0.00040556127,0.0035477972,0.00067225593,0.008346167,0.0010309411,0.0046427594,0.000669661,0.0003723681,0.0043206713,0.0004353266,0.0004287822,3.7709426e-05,0.00052634417,7.212523e-05,0.0021186573,0.02438057,0.002550563,0.0010626054,0.9151461999999999,589.72,133.84615384615384,1.7178993,144282,0.032731384,0.03239502,0.034734033,0.03192836,0.022278652,0.032797135,0.027157217,0.014003203,0.03492721,0.03466343,0.044084206,0.04623598,0.051347405,0.023781808,0.03660299,0.034470156,0.015849875,0.010642144,0.22070748,71.0
