action_prob 0,action_prob 1,action_prob 2,action_prob 3,current_exploration,episode_length,evaluation_reward,expert_loss,frame_number,q_val_action 0,q_val_action 1,q_val_action 2,q_val_action 3,td_loss,training_reward
0.043279443,0.09862815,0.042646855,0.06555993,0.8108262999999999,216.23,1.86,0.8337421,260193,0.13615778,0.14311525,0.14506066,0.15182146,0.0013136726,1.4
0.047361948,0.10545761,0.047338452,0.049470622,0.8072712999999999,211.03,1.86,0.84409815,264143,0.13648997,0.13947318,0.15094075,0.15700337,0.0016427052,1.3
0.053820822,0.09295819,0.044819783,0.058212753,0.8033976999999999,212.55,1.86,0.82927674,268447,0.13433635,0.14594269,0.15759665,0.15982483,0.0014628518,1.35
0.055186182,0.09270413,0.04455099,0.057204902,0.7991451999999999,215.35,1.86,0.8379863,273172,0.14976884,0.15716481,0.17424205,0.1720567,0.0016414005,1.4
0.05145423,0.10005876,0.045216944,0.05290375,0.7954785999999999,213.85,1.86,0.83279365,277246,0.19124313,0.18939508,0.20565833,0.19538106,0.0014991009,1.37
0.05102016,0.10682466,0.045172814,0.04644561,0.7918164999999999,211.22,1.86,0.8314774,281315,0.23009953,0.23432712,0.24691768,0.25590426,0.0016133594,1.3
0.052800156,0.094709076,0.044484396,0.058049034,0.7882182999999999,211.7,1.86,0.8459912,285313,0.19357915,0.19928595,0.19798297,0.20630296,0.0017988598,1.32
0.051833525,0.088807195,0.043949977,0.06541848,0.7846686999999999,208.1,1.86,0.8348983,289257,0.1876719,0.19366391,0.19699912,0.19730107,0.0014456785,1.22
0.053856865,0.09166176,0.046553217,0.05756086,0.7809697,201.95,1.86,0.8529578,293367,0.14810687,0.14283864,0.15699977,0.16033743,0.0016075617,1.09
0.06294935,0.091376,0.0500902,0.045154512,0.7769647,205.71,1.86,0.850233,297817,0.13855131,0.13880353,0.15672728,0.1500822,0.0015508861,1.14
0.04844998,0.106851816,0.04575902,0.048517186,0.7733502999999999,205.18,1.1296296296296295,0.83663154,301833,0.1667643,0.16987425,0.18205002,0.18755344,0.0014759678,1.14
0.046806764,0.106125034,0.04681445,0.049868625,0.7695504999999999,207.42,1.1296296296296295,0.822025,306055,0.19059524,0.18432736,0.19595504,0.19238143,0.0015355194,1.18
0.033579428,0.13485374,0.04182178,0.038729887,0.7653915999999998,214.19,1.1296296296296295,0.8325022,310676,0.17684454,0.16816357,0.18078929,0.18906823,0.0018132759,1.36
0.063867144,0.08974792,0.050213754,0.04580204,0.7610481999999998,221.35,1.1296296296296295,0.8305293,315502,0.20758899,0.19813065,0.21191165,0.21058524,0.0015222365,1.51
0.06603406,0.09362628,0.044112,0.045834735,0.7572123999999999,219.47,1.1296296296296295,0.8359264,319764,0.17875144,0.17636183,0.18207346,0.19365413,0.0015179962,1.5
0.061870858,0.094690174,0.043930892,0.04897709,0.7530498999999999,225.56,1.1296296296296295,0.8409634,324389,0.186962,0.17900445,0.19843015,0.19065739,0.0018143612,1.64
0.06803052,0.082496464,0.046889167,0.052629557,0.7491474999999999,226.7,1.1296296296296295,0.8196193,328725,0.16273233,0.16206846,0.15898617,0.16263358,0.0015556097,1.69
0.059657298,0.09120675,0.04320206,0.055839267,0.7452253,224.07,1.1296296296296295,0.8406837,333083,0.20204355,0.19851306,0.20176658,0.20173058,0.0015616101,1.57
0.053901225,0.106006615,0.04181882,0.048269905,0.7410330999999999,222.39,1.1296296296296295,0.82648575,337741,0.1713941,0.17160451,0.1736791,0.16891508,0.0011757129,1.51
0.056727923,0.10333032,0.035227712,0.05444775,0.7371595,222.81,1.1296296296296295,0.81842405,342045,0.18976039,0.19396631,0.20283747,0.19938116,0.0016053712,1.49
0.073623545,0.08403321,0.037911035,0.054390483,0.7330536999999999,222.18,1.1296296296296295,0.8389805,346607,0.14979194,0.15441203,0.15126716,0.16209292,0.0016839659,1.51
0.06872324,0.10192075,0.03051447,0.04974594,0.7289047,224.92,1.1296296296296295,0.84037787,351217,0.22493161,0.24533747,0.21866913,0.23032376,0.0016598075,1.54
0.073618256,0.08433546,0.037900656,0.05401648,0.7249941999999999,224.79,1.1296296296296295,0.83474505,355562,0.19910972,0.20124856,0.20395523,0.20565213,0.0014112067,1.6
0.0752499,0.092959866,0.030128198,0.05164294,0.7213204,219.03,1.1296296296296295,0.8377582,359644,0.21604466,0.21763676,0.2163015,0.22140957,0.0018224823,1.53
0.07616653,0.08209556,0.037867386,0.05376839,0.7172433999999999,221.29,1.1296296296296295,0.8222398,364174,0.20076494,0.18751165,0.1963627,0.19433138,0.0019605546,1.58
0.06928354,0.09465237,0.033875573,0.0519616,0.7133616999999999,218.8,1.1296296296296295,0.82050776,368487,0.21515788,0.2206196,0.22543529,0.22517544,0.0013001097,1.48
0.061166093,0.09356946,0.040387146,0.05446133,0.7092451,218.44,1.1296296296296295,0.8262607,373061,0.22450887,0.21398479,0.22865093,0.22310321,0.0019029415,1.46
0.06330595,0.0946917,0.039177563,0.05264397,0.7048026999999999,224.35,1.1296296296296295,0.8063158,377997,0.18944556,0.184909,0.18951035,0.19259863,0.0016616714,1.53
0.057742216,0.09602812,0.04473261,0.0515809,0.7007688999999999,228.35,1.1296296296296295,0.8225576,382479,0.18195012,0.178309,0.17157392,0.17970133,0.0016842681,1.59
0.064549096,0.077718005,0.03980711,0.068110086,0.696799,227.16,1.1296296296296295,0.82984954,386890,0.2214865,0.2219231,0.21523218,0.22883557,0.0016702545,1.61
0.071194336,0.07322211,0.04665043,0.05893552,0.6932628999999999,223.32,1.1296296296296295,0.8160714,390819,0.2038685,0.20379199,0.20198002,0.21063177,0.0018246103,1.56
0.06235052,0.08624166,0.044042457,0.05737579,0.6890202999999999,224.72,1.1296296296296295,0.8383162,395533,0.19382478,0.19861045,0.19429553,0.21022703,0.0017286199,1.6
0.073297545,0.066307664,0.04686995,0.063436225,0.6850719999999999,219.23,1.1296296296296295,0.8222231,399920,0.18865493,0.18823352,0.19445898,0.19496465,0.0017537081,1.53
0.075254865,0.07208455,0.038854707,0.063844636,0.6812901999999998,216.43,3.2051282051282053,0.82289755,404122,0.18470605,0.19454384,0.1875465,0.20327362,0.0017554926,1.49
0.0651999,0.07262057,0.045667347,0.06638156,0.6772086999999999,217.67,3.2051282051282053,0.8237686,408657,0.21270974,0.21302885,0.22328304,0.22626589,0.0017470032,1.48
0.07034616,0.056520134,0.05773975,0.06535291,0.6727131999999999,228.33,3.2051282051282053,0.81396776,413652,0.16105151,0.17096137,0.16677636,0.18239279,0.0016280812,1.67
0.078259096,0.068558566,0.039525308,0.063567616,0.6684030999999999,229.08,3.2051282051282053,0.8170695,418441,0.19456118,0.2014418,0.20033766,0.22270072,0.0017009192,1.69
0.0788976,0.06635382,0.04333847,0.061411478,0.6641659,232.29,3.2051282051282053,0.8220065,423149,0.19220112,0.19200236,0.18897115,0.21740256,0.0017330688,1.75
0.07370621,0.0710221,0.044479657,0.06077241,0.6599917,236.65,3.2051282051282053,0.8265943,427787,0.16225173,0.16498676,0.16111866,0.18525997,0.0015092576,1.8
0.06402945,0.05889951,0.049621604,0.07775806,0.6550488999999999,246.22,3.2051282051282053,0.8269773,433279,0.21268336,0.21591243,0.2151667,0.2377304,0.0017347651,2.0
0.07560389,0.06429521,0.041575246,0.06880908,0.6511167999999998,239.96,3.2051282051282053,0.8152755,437648,0.17481744,0.18584241,0.17020793,0.2125959,0.0016396504,1.91
0.061275177,0.05214263,0.05127028,0.08585756,0.6472701999999999,234.81,3.2051282051282053,0.8152653,441922,0.19560328,0.20629081,0.18978016,0.22292797,0.0016536814,1.79
0.05629176,0.058510315,0.055873156,0.07980178,0.6428907999999999,236.39,3.2051282051282053,0.8253453,446788,0.17743093,0.18511981,0.1733584,0.20829396,0.0015605587,1.83
0.06772224,0.05320977,0.04920365,0.08061006,0.6385707999999999,238.01,3.2051282051282053,0.82616836,451588,0.17014933,0.17546465,0.15041277,0.20533882,0.0016366786,1.9
0.072096966,0.06916628,0.037230253,0.0722952,0.6338367999999999,235.69,3.2051282051282053,0.8216478,456848,0.19983871,0.19935277,0.17825836,0.23603103,0.0013797194,1.91
0.076695345,0.06045867,0.045728054,0.06756308,0.6292746999999999,242.69,3.2051282051282053,0.83469725,461917,0.22454613,0.22822997,0.20214078,0.2624973,0.0017240328,2.02
0.06465767,0.073380075,0.041869186,0.070996486,0.6249258999999999,248.27,3.2051282051282053,0.8233875,466749,0.21806268,0.21808726,0.18518382,0.27668008,0.0016420573,2.13
0.063395925,0.06788872,0.04680542,0.07293683,0.6201855999999999,252.28,3.2051282051282053,0.8222179,472016,0.2038973,0.21131481,0.15826233,0.26255247,0.0016668678,2.22
0.056203242,0.069341674,0.0425458,0.08377178,0.6159142,251.74,3.2051282051282053,0.80613846,476762,0.23051758,0.23775712,0.18674482,0.29193828,0.0015173667,2.21
0.059521474,0.07139882,0.042140547,0.07870315,0.6118857999999999,243.9,3.2051282051282053,0.8223778,481238,0.25576496,0.2570434,0.2006922,0.32494843,0.0014459771,1.97
0.05227558,0.077363126,0.04888228,0.07253069,0.6074506,242.49,3.2051282051282053,0.820338,486166,0.24746558,0.2500796,0.18522193,0.32648295,0.0014990849,1.97
0.048051983,0.070990905,0.042629283,0.09113695,0.6026383,247.64,3.2051282051282053,0.82856786,491513,0.27785465,0.28259757,0.21404544,0.35237592,0.0016130429,2.13
0.044896092,0.08277209,0.04349004,0.08129698,0.5980176999999999,246.31,3.2051282051282053,0.8207131,496647,0.2813335,0.2812915,0.19891506,0.39765215,0.001528623,2.07
0.04793358,0.09335519,0.040310543,0.06999669,0.5935788999999999,248.17,3.4324324324324325,0.8214896,501579,0.34657693,0.34903166,0.26671505,0.45220935,0.0017698997,2.07
0.04530472,0.09450499,0.03740118,0.07533456,0.5890275999999999,253.98,3.4324324324324325,0.80927867,506636,0.3433137,0.3478002,0.25691998,0.44921505,0.0015916431,2.21
0.037338775,0.10338335,0.04565259,0.06384024,0.5848182999999999,251.47,3.4324324324324325,0.8177646,511313,0.35898378,0.35184604,0.2700553,0.46490842,0.0016053128,2.16
0.03761031,0.114423,0.04063424,0.057322346,0.5803929999999999,247.17,3.4324324324324325,0.82157934,516230,0.374559,0.37223753,0.26637453,0.50374806,0.0018716305,2.02
0.0374062,0.10450571,0.040929317,0.06875599,0.5754474999999999,250.78,3.4324324324324325,0.8320146,521725,0.40315324,0.40612543,0.3106988,0.51190186,0.002856478,2.11
0.042451568,0.0989213,0.043634024,0.0657365,0.5708457999999998,252.59,3.4324324324324325,0.81729037,526838,0.405031,0.40689343,0.28513193,0.5485359,0.0019693887,2.16
0.03995536,0.09736228,0.04675822,0.06615713,0.5662926999999999,252.61,3.4324324324324325,0.8192101,531897,0.41698667,0.42156205,0.30146125,0.57890683,0.001623317,2.18
0.03946076,0.10152677,0.043714557,0.0659548,0.5614155999999999,260.03,3.4324324324324325,0.8330073,537316,0.47041968,0.47646543,0.35464552,0.6322105,0.0017189187,2.32
0.043266237,0.09892815,0.047593817,0.059526555,0.5565978999999999,264.39,3.4324324324324325,0.81829405,542669,0.46824133,0.46932235,0.3510406,0.6150277,0.0018801576,2.44
0.044874195,0.10646706,0.046665706,0.049613163,0.5523876999999999,256.22,3.4324324324324325,0.8221056,547347,0.46558687,0.46305192,0.3274184,0.6234603,0.0017559129,2.27
0.04310962,0.121657975,0.037380137,0.045963332,0.5477022999999999,257.15,3.4324324324324325,0.8066339,552553,0.5173808,0.53240734,0.39860973,0.7106473,0.0019236123,2.31
0.040668603,0.107264176,0.046634637,0.05365368,0.5432985999999999,255.49,3.4324324324324325,0.81748825,557446,0.5252761,0.52357674,0.4091735,0.6837159,0.0016054356,2.27
0.043753535,0.11176432,0.0383833,0.05684059,0.5387103999999999,252.28,3.4324324324324325,0.8249727,562544,0.52248174,0.5456263,0.3993756,0.6924501,0.0016039866,2.2
0.04893775,0.10769409,0.039099123,0.053656045,0.5342931999999999,247.83,3.4324324324324325,0.8215359,567452,0.5394039,0.5517242,0.3997399,0.7213229,0.0016616369,2.12
0.040639494,0.11488709,0.042662404,0.049849946,0.5292675999999998,256.89,3.4324324324324325,0.8161415,573036,0.5513914,0.5659107,0.40733135,0.7461464,0.0015770316,2.31
0.048583485,0.09879238,0.04881795,0.052035354,0.5242743999999999,260.31,3.4324324324324325,0.8241343,578584,0.55884016,0.5658771,0.42209536,0.7094531,0.001823603,2.41
0.043840837,0.09868202,0.04820872,0.058038518,0.5188446999999999,271.71,3.4324324324324325,0.81222326,584617,0.5906817,0.5829038,0.45473048,0.7336181,0.001857956,2.66
0.04312334,0.1090661,0.041840747,0.055572756,0.5138829999999999,275.86,3.4324324324324325,0.81515497,590130,0.58963066,0.59774923,0.4692327,0.7474792,0.002019164,2.79
0.048790846,0.09020538,0.04964673,0.06094573,0.5090715999999998,280.24,3.4324324324324325,0.8279561,595476,0.595507,0.60417426,0.46887115,0.7339028,0.0019079131,2.9
0.035537295,0.11613644,0.044718027,0.05317186,0.5045121999999999,275.06,3.4324324324324325,0.8248902,600542,0.62508583,0.62737316,0.53774166,0.73483217,0.002030543,2.77
0.035693645,0.1317113,0.036281377,0.045885257,0.4993308999999999,277.15,3.7941176470588234,0.8017106,606299,0.7041565,0.7023091,0.5906158,0.81971985,0.0019491928,2.77
0.03775151,0.10654229,0.04410689,0.06243668,0.4944852999999999,270.66,3.7941176470588234,0.81174123,611683,0.63238573,0.63956755,0.5323092,0.74491805,0.0019168031,2.65
0.029533565,0.12110428,0.04349727,0.055833407,0.48953349999999984,270.55,3.7941176470588234,0.8056251,617185,0.67045236,0.6610236,0.57178134,0.7460099,0.0018891996,2.6
0.028791325,0.12844539,0.040665336,0.05244585,0.4843287999999999,274.92,3.7941176470588234,0.8082234,622968,0.6959191,0.7042214,0.6027365,0.8058138,0.0018691248,2.64
0.031227874,0.11471775,0.046141405,0.057577536,0.4792473999999999,280.72,3.7941176470588234,0.8188958,628614,0.72844833,0.7168527,0.6029647,0.8189794,0.0017327208,2.77
0.029463649,0.1269554,0.035456967,0.058668938,0.4744989999999999,275.91,3.7941176470588234,0.81195104,633890,0.76853436,0.7483844,0.64915556,0.8484316,0.001854527,2.68
0.029520389,0.12645465,0.03559699,0.059495836,0.46940229999999994,278.7,3.7941176470588234,0.79231626,639553,0.7233803,0.72005665,0.62026036,0.8275987,0.0018105173,2.73
0.023447238,0.13507,0.03565676,0.05635285,0.4648779999999999,273.95,3.7941176470588234,0.79999834,644580,0.7104553,0.6975044,0.6018142,0.79061794,0.0016298426,2.68
0.026181942,0.11402917,0.0427054,0.06815568,0.45937269999999986,277.29,3.7941176470588234,0.80665725,650697,0.6014523,0.5961068,0.5040357,0.7007588,0.0018604094,2.84
0.026344728,0.113203175,0.040715657,0.07067966,0.45402129999999985,280.29,3.7941176470588234,0.8164543,656643,0.6725457,0.6549575,0.5697354,0.7706548,0.002084338,2.95
0.032263,0.1129144,0.038712747,0.06762382,0.4487319999999999,286.3,3.7941176470588234,0.7941783,662520,0.6080481,0.60217416,0.50247246,0.7080992,0.0019025732,3.09
0.03281649,0.109643854,0.044774164,0.06287512,0.4434687999999999,288.15,3.7941176470588234,0.8029131,668368,0.62598056,0.61554366,0.52717084,0.72837627,0.0018623257,3.12
0.03294038,0.09854087,0.04410182,0.076104805,0.4385421999999999,292.62,3.7941176470588234,0.7985958,673842,0.57090753,0.56624323,0.48560378,0.67991644,0.0016963077,3.17
0.038122497,0.10308828,0.0425516,0.067435935,0.4338414999999999,283.68,3.7941176470588234,0.8155551,679065,0.5601533,0.56344754,0.48138893,0.6659985,0.0018812126,2.96
0.031401783,0.10707399,0.050475985,0.06049604,0.4282965999999999,285.83,3.7941176470588234,0.81167066,685226,0.55090946,0.54735047,0.46681535,0.66469073,0.0017177528,3.0
0.035728056,0.10125987,0.05544943,0.056890156,0.42329799999999984,282.6,3.7941176470588234,0.80315757,690780,0.5675187,0.5777672,0.50702405,0.67760634,0.002027248,2.91
0.030086784,0.107737795,0.055909745,0.054790784,0.41784219999999983,284.74,3.7941176470588234,0.79366475,696842,0.61651254,0.6084872,0.5319031,0.71038306,0.0017744505,2.92
0.030760761,0.09499552,0.0661227,0.05576147,0.4124844999999999,289.53,5.357142857142857,0.81162596,702795,0.6095759,0.5969407,0.5226693,0.702336,0.0016734285,3.06
0.030745795,0.1123287,0.047351435,0.059108797,0.4068567999999999,299.83,5.357142857142857,0.8005177,709048,0.65277904,0.6408522,0.55110365,0.74530995,0.0016450828,3.25
0.02987804,0.1044715,0.053482104,0.06109657,0.40073859999999983,306.2,5.357142857142857,0.8023546,715846,0.6478329,0.6293458,0.53701496,0.7334648,0.0019161046,3.39
0.030410925,0.08764436,0.07079402,0.059337307,0.39465909999999993,318.21,5.357142857142857,0.81000245,722601,0.62433165,0.63197225,0.54231477,0.7217116,0.0020025652,3.67
0.028371003,0.09552854,0.06396177,0.060950216,0.38849139999999993,326.12,5.357142857142857,0.8315564,729454,0.6022396,0.6117818,0.5088705,0.705672,0.0017177308,3.99
0.025861558,0.103987984,0.057124283,0.062304888,0.3832749999999999,324.55,5.357142857142857,0.8046791,735250,0.5878924,0.5804153,0.51660794,0.6748533,0.0017442191,3.95
