action_prob 0,action_prob 1,action_prob 2,action_prob 3,current_exploration,episode_length,evaluation_reward,expert_loss,frame_number,q_val_action 0,q_val_action 1,q_val_action 2,q_val_action 3,td_loss,training_reward
0.026180148,0.10581983,0.09393739,0.02408348,1.0,187.4,0.0,0,3748,-0.44883057,0.2113282,0.83789235,-0.60221684,0,0.75
0.026180148,0.10581983,0.09393739,0.02408348,1.0,205.05,0.0,0,8202,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.175
0.026180148,0.10581983,0.09393739,0.02408348,1.0,204.08333333333334,0.0,0,12245,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.1333333333333333
0.026180148,0.10581983,0.09393739,0.02408348,1.0,209.2125,0.0,0,16737,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.2125
0.026180148,0.10581983,0.09393739,0.02408348,1.0,209.94,0.0,0,20994,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.23
0.026180148,0.10581983,0.09393739,0.02408348,1.0,211.69,0.0,0,24917,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.26
0.026180148,0.10581983,0.09393739,0.02408348,1.0,209.65,0.0,0,29167,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.22
0.026180148,0.10581983,0.09393739,0.02408348,1.0,211.84,0.0,0,33429,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.28
0.026180148,0.10581983,0.09393739,0.02408348,1.0,209.84,0.0,0,37721,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.25
0.026180148,0.10581983,0.09393739,0.02408348,1.0,208.03,0.0,0,41797,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.22
0.026180148,0.10581983,0.09393739,0.02408348,1.0,210.31,0.0,0,45948,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.27
0.026180148,0.10581983,0.09393739,0.02408348,1.0,207.7,0.0,0,49937,-0.44883057,0.2113282,0.83789235,-0.60221684,0,1.23
0.037023034,0.11988313,0.049817167,0.048574224,0.9963361,206.42,0.0,0.7860236,54071,-0.07102105,0.04949599,-0.013580683,-0.081245676,0.005825113,1.2
0.043241654,0.095863335,0.05229586,0.05854768,0.992512,205.99,0.0,0.7799822,58320,-0.04256332,-0.052918505,-0.06619035,-0.060540944,0.005470437,1.2
0.0382469,0.10977666,0.04976299,0.051919777,0.9889659999999999,204.63,0.0,0.8386198,62260,-0.03159768,-0.035267245,-0.028952362,-0.023826767,0.002535426,1.17
0.03698845,0.10936375,0.05196933,0.051275425,0.9852669999999999,204.22,0.0,0.78172183,66370,-0.03398924,-0.04388685,-0.040925235,-0.033523563,0.002437399,1.16
0.04189775,0.08955052,0.059562627,0.059212424,0.9813591999999999,207.75,0.0,0.7126372,70712,-0.068162344,-0.05890906,-0.063949674,-0.064894855,0.003097629,1.21
0.0466334,0.08311557,0.06356407,0.057008963,0.9776592999999999,207.52,0.0,0.70510054,74823,-0.084418066,-0.065588035,-0.08341116,-0.07537326,0.0029566945,1.2
0.061266948,0.06101974,0.06863404,0.05910167,0.9737028999999999,208.99,0.0,0.6881142,79219,-0.06423316,-0.05403015,-0.058679648,-0.06711332,0.002845152,1.22
0.041300654,0.082331784,0.06297759,0.06318584,0.9699120999999999,211.71,0.0,0.6785425,83431,-0.05047356,-0.05934013,-0.070974894,-0.05417084,0.0019014346,1.29
0.047668036,0.068750426,0.068802886,0.06485406,0.9664651,208.91,0.0,0.67695737,87261,-0.06160329,-0.056703027,-0.05516519,-0.059094638,0.0014617002,1.25
0.041280854,0.07612649,0.070898786,0.0616678,0.9627570999999999,206.69,0.0,0.69183266,91381,-0.062275663,-0.059545048,-0.067750685,-0.0516972,0.0016871047,1.21
0.046296217,0.079419635,0.06641989,0.057826303,0.9586621,211.08,0.0,0.66152304,95931,-0.053530283,-0.051769707,-0.067898884,-0.053462278,0.0012577462,1.3
0.06679422,0.0657743,0.060288887,0.057153407,0.9549099999999999,208.81,0.0,0.6871608,100100,-0.030319942,-0.027753798,-0.036300343,-0.028805943,0.0013916516,1.26
0.052906286,0.07351946,0.06282051,0.060839403,0.9510192999999999,209.92,0.2898550724637681,0.6820802,104423,-0.03393585,-0.025854984,-0.03827482,-0.036306325,0.0010720843,1.28
0.04976174,0.079694144,0.060307525,0.060289323,0.9471331,214.8,0.2898550724637681,0.67187536,108741,-0.027328625,-0.021355525,-0.023435762,-0.012114918,0.0011627204,1.36
0.044714537,0.1069481,0.049688067,0.048711915,0.9431892999999999,217.42,0.2898550724637681,0.68125534,113123,-0.042101767,-0.044098735,-0.049191337,-0.046594627,0.0013696742,1.38
0.041879207,0.0775441,0.057136863,0.07355123,0.9398656,208.85,0.2898550724637681,0.6878188,116816,-0.020847052,-0.013731932,-0.023212004,-0.021274265,0.0012782728,1.2
0.04937187,0.0875672,0.0580638,0.05523411,0.9361845999999999,208.06,0.2898550724637681,0.66831785,120906,-0.04041922,-0.031037677,-0.036098752,-0.044278674,0.0018429976,1.19
0.043692295,0.100895844,0.050637968,0.054828953,0.9320544999999999,210.72,0.2898550724637681,0.6664711,125495,-0.031209476,-0.031950932,-0.03253248,-0.040465467,0.00145796,1.23
0.040604588,0.11392995,0.045350384,0.050389186,0.9286479999999999,205.39,0.2898550724637681,0.67278135,129280,-0.026919046,-0.02459254,-0.032695446,-0.031699114,0.0015947246,1.14
0.05664148,0.083453715,0.0534177,0.0564771,0.925039,201.67,0.2898550724637681,0.6792562,133290,-0.027438238,-0.03025605,-0.036783967,-0.022527633,0.001172443,1.07
0.056261957,0.091469355,0.053487018,0.04872515,0.9213741999999999,205.46,0.2898550724637681,0.68348384,137362,-0.025307646,-0.025784092,-0.022494996,-0.02407362,0.0009283412,1.18
0.06246374,0.08968034,0.048709642,0.04924182,0.9177012999999999,205.37,0.2898550724637681,0.6440723,141443,-0.0063949497,-0.01274613,-0.019085126,-0.013738877,0.0016154414,1.19
0.05442102,0.09840176,0.047805887,0.04953197,0.9137979999999999,202.85,0.2898550724637681,0.6871843,145780,-0.028723363,-0.021527532,-0.027019642,-0.02333115,0.00081275287,1.14
0.056872435,0.09504672,0.052574128,0.04546544,0.9098577999999999,208.78,0.2898550724637681,0.6741856,150158,-0.02553178,-0.023795236,-0.021306204,-0.02228237,0.001053211,1.3
0.050618708,0.104918644,0.04889479,0.045550454,0.9062280999999999,209.01,0.2898550724637681,0.68551445,154191,-0.014585208,-0.015066892,-0.012784739,-0.016229784,0.0011804473,1.33
0.04298045,0.08556936,0.06922296,0.052359737,0.9028008999999999,206.37,0.2898550724637681,0.64737296,157999,-0.047773287,-0.04340954,-0.038122077,-0.04486197,0.0015832413,1.26
0.043861248,0.10260554,0.052745618,0.050900184,0.8989993,207.8,0.2898550724637681,0.6888163,162223,-0.030118495,-0.02328743,-0.025124397,-0.020684255,0.0014916545,1.29
0.048778605,0.086735286,0.065334015,0.04927562,0.8952264999999999,206.35,0.2898550724637681,0.6908885,166415,-0.043772414,-0.0353195,-0.0431184,-0.03776864,0.0011791163,1.28
0.054379754,0.07716504,0.06228931,0.056155354,0.8916129999999999,202.72,0.2898550724637681,0.67612374,170430,-0.022245355,-0.020336034,-0.026037876,-0.016496174,0.0011178916,1.16
0.048161015,0.07455865,0.06559701,0.061699744,0.8878465,204.24,0.2898550724637681,0.6776077,174615,-0.03744262,-0.035302576,-0.040573657,-0.03911302,0.001680531,1.19
0.040560555,0.058554605,0.09209882,0.058540422,0.8842591,206.02,0.2898550724637681,0.6735475,178601,-0.0510477,-0.023416713,-0.05435367,-0.050696786,0.0013071805,1.22
0.068160474,0.06059438,0.05950103,0.061731104,0.8805601,204.88,0.2898550724637681,0.6488314,182711,-0.047144353,-0.034622777,-0.054210424,-0.05258329,0.0015551937,1.17
0.065779224,0.051528476,0.066368885,0.06622909,0.8770140999999999,202.36,0.2898550724637681,0.6587332,186651,-0.031691905,-0.025956513,-0.03867448,-0.031526275,0.001329931,1.16
0.052866455,0.058526468,0.06703502,0.07162162,0.8728596999999999,208.37,0.2898550724637681,0.6433605,191267,-0.039001126,-0.03982043,-0.046165034,-0.029310066,0.0024419958,1.27
0.063255705,0.061592128,0.06177097,0.06338408,0.8687412999999999,212.28,0.2898550724637681,0.66084564,195843,-0.023718571,-0.021096827,-0.027091604,-0.014881313,0.00087969244,1.33
0.06881823,0.038213857,0.0669053,0.07597638,0.8649648999999999,214.38,0.2898550724637681,0.6421309,200039,0.02989104,0.04142002,0.047602985,0.039195724,0.0016438871,1.39
0.060243666,0.042821627,0.060150787,0.08652189,0.8608338999999999,219.18,1.0338983050847457,0.6375003,204629,-0.034160174,-0.018149592,-0.027411118,-0.031022336,0.0014770419,1.49
0.059713993,0.050080426,0.065245554,0.07489059,0.8571798999999999,220.38,1.0338983050847457,0.63458,208689,-0.034287307,-0.013635246,-0.021436898,-0.021043554,0.0012479109,1.47
0.052414104,0.0717604,0.061993565,0.06401445,0.8533206999999999,217.1,1.0338983050847457,0.65536964,212977,-0.026784085,-0.0068378304,-0.015905686,-0.015119018,0.0017544967,1.44
0.065073945,0.047563743,0.069374524,0.06797762,0.8492598999999998,216.46,1.0338983050847457,0.6339173,217489,-0.015439782,-0.0043516993,0.0018052955,-0.006919454,0.0023542177,1.43
0.07314614,0.033754557,0.06562877,0.07721218,0.8457246999999999,213.78,1.0338983050847457,0.6140298,221417,0.00046058744,0.012998724,0.0132448245,0.005050788,0.001568399,1.36
0.06748602,0.051300514,0.046520352,0.08446634,0.8417142999999999,212.44,1.0338983050847457,0.65789986,225873,0.0117100235,0.027183056,0.02426999,0.018711824,0.0013725847,1.33
0.056468762,0.065751225,0.056204274,0.07161837,0.8377165,216.26,1.0338983050847457,0.64707327,230315,-0.006669268,-0.0032689418,0.0042725885,0.0050502215,0.0013596792,1.39
0.04321994,0.10084349,0.042061236,0.06432182,0.8338861,215.94,1.0338983050847457,0.6410134,234571,0.014347803,0.0372638,0.03527322,0.026106197,0.0019276643,1.35
0.051819302,0.07872611,0.05741772,0.06203541,0.830602,207.31,1.0338983050847457,0.62767714,238220,0.0170285,0.024823641,0.038516004,0.027277458,0.0010865617,1.17
0.0475436,0.061728783,0.065434515,0.075414516,0.8266248999999999,212.22,1.0338983050847457,0.6354387,242639,0.029578017,0.04060189,0.04831367,0.036326677,0.0016339702,1.27
0.042736564,0.06595516,0.07124605,0.070378274,0.8229816999999999,208.14,1.0338983050847457,0.6330258,246687,0.048826527,0.0655079,0.0743358,0.056618262,0.0024541593,1.2
0.04206917,0.07823471,0.065785035,0.064174466,0.8191674999999999,206.1,1.0338983050847457,0.61250377,250925,0.09253031,0.10509151,0.11739838,0.09737528,0.0015368026,1.17
0.04453849,0.095269166,0.052258153,0.058078025,0.8149878999999999,209.98,1.0338983050847457,0.64583707,255569,0.07250804,0.08970204,0.1041903,0.08715402,0.0018115604,1.26
0.047334615,0.117562704,0.04005423,0.045548376,0.8110872999999998,216.83,1.0338983050847457,0.6019458,259903,0.09428866,0.11340852,0.11073758,0.1039632,0.0013754141,1.38
0.024189914,0.17122844,0.027902503,0.028134242,0.8066061999999999,222.43,1.0338983050847457,0.61399466,264882,0.07351307,0.101991214,0.10493086,0.08784862,0.0013058751,1.48
0.037809525,0.12911896,0.033600353,0.050018597,0.8019072999999999,234.16,1.0338983050847457,0.602903,270103,0.08775736,0.107425645,0.11018992,0.09485412,0.0013138407,1.76
0.053381994,0.12051015,0.03350203,0.04368854,0.7982775999999999,232.11,1.0338983050847457,0.60651594,274136,0.0571048,0.08573862,0.072081946,0.06212405,0.0018203276,1.7
0.048521347,0.13679588,0.030944888,0.034744944,0.7943904999999999,228.86,1.0338983050847457,0.6136782,278455,0.0051513705,0.027415067,0.020446371,0.009880085,0.0013866276,1.64
0.03882864,0.11796674,0.042789266,0.05099881,0.7901019999999999,233.17,1.0338983050847457,0.6054215,283220,0.0172469,0.030716417,0.022789914,0.021053325,0.0013049698,1.76
0.03043669,0.14456369,0.030108215,0.044843704,0.7856919999999998,232.38,1.0338983050847457,0.6008969,288120,0.03138358,0.037429616,0.043912068,0.039007895,0.0014404017,1.8
0.049269162,0.11377244,0.041692294,0.04558052,0.7816662999999999,224.9,1.0338983050847457,0.6089714,292593,0.015922034,0.027220571,0.032177348,0.0104697095,0.0015587276,1.63
0.044971038,0.09985763,0.053208504,0.05212802,0.7775505999999999,230.3,1.0338983050847457,0.6112304,297166,0.0006341445,0.008782411,0.008533166,0.006646766,0.001485796,1.76
0.02961047,0.11923151,0.056424882,0.044917464,0.7734663999999999,232.49,2.4186046511627906,0.6250701,301704,0.030188378,0.037683047,0.045287162,0.03824777,0.0013198442,1.8
0.03420209,0.08355806,0.07020003,0.062057998,0.7692813999999999,231.34,2.4186046511627906,0.6160561,306354,0.0342322,0.030251248,0.04939011,0.03059115,0.0016567314,1.79
0.04570526,0.10081807,0.042337053,0.06050216,0.7652025999999998,227.66,2.4186046511627906,0.6009989,310886,0.042836685,0.03275805,0.054327518,0.044972632,0.0016737712,1.67
0.030067516,0.13648209,0.048763514,0.03450161,0.7609851999999999,229.79,2.4186046511627906,0.6196656,315572,0.03922766,0.03655506,0.047342557,0.034608707,0.0013524718,1.7
